match_id,player_id,player,team,goal,np_goal,shot,penalty,xg,np_xg,pass_att,pass_cmp,assist,key_pass,prog_pass,prog_carry,dribble_cmp,pressure,tackle,interception,recovery,minutes
3912594,23413.0,Megan Connolly,Bristol City WFC,0,0,0,0,0.0,0.0,32,18,0,0,3,0,1,21,3,3,8,101.5
3912594,25601.0,Deanne Cynthia Rose,Leicester City WFC,0,0,1,0,0.15089296,0.15089296,8,4,1,1,0,1,0,5,0,0,1,33.2
3912594,25662.0,Catherine Joan Bott,Leicester City WFC,0,0,0,0,0.0,0.0,29,23,0,0,2,0,0,8,1,0,3,33.2
3912594,30856.0,Julie Thibaud,Leicester City WFC,0,0,0,0,0.0,0.0,21,15,0,1,3,0,0,8,1,0,2,49.0
3912594,32169.0,Jamie-Lee Napier,Bristol City WFC,0,0,0,0,0.0,0.0,3,3,0,0,1,1,0,7,1,2,1,39.4
3912594,36801.0,Aimee Palmer,Leicester City WFC,1,1,1,0,0.043210037,0.043210037,17,14,0,1,3,0,0,18,1,2,4,49.0
3912594,42836.0,Ella Powell,Bristol City WFC,0,0,1,0,0.025673928,0.025673928,21,12,0,1,2,2,0,20,4,6,7,101.5
3912594,46741.0,Naomi Layzell,Bristol City WFC,0,0,1,0,0.09575426,0.09575426,30,19,0,0,8,1,0,18,1,3,4,101.5
3912594,46988.0,Janina Leitzig,Leicester City WFC,0,0,0,0,0.0,0.0,40,36,0,0,10,0,0,0,0,0,3,101.5
3912594,64240.0,Francesca Bentley,Bristol City WFC,0,0,0,0,0.0,0.0,40,21,0,0,14,0,0,0,0,0,8,101.5
3912594,84765.0,Carrie Jones,Bristol City WFC,1,1,3,0,0.081309229,0.081309229,19,12,0,1,1,3,0,25,3,0,4,101.5
3912594,112522.0,Missy Goodwin,Leicester City WFC,0,0,0,0,0.0,0.0,19,14,0,2,0,2,2,12,2,1,5,68.2
3912594,132033.0,Courtney Jade Nevin,Leicester City WFC,0,0,0,0,0.0,0.0,59,49,1,1,11,3,1,8,2,1,3,101.5
3912594,135753.0,Samantha Tierney,Leicester City WFC,0,0,2,0,0.47281159,0.47281159,37,28,0,1,3,0,1,15,2,2,5,101.5
3912594,135759.0,Shannon O’Brien,Leicester City WFC,1,1,2,0,0.10620813999999999,0.10620813999999999,24,17,0,1,1,3,2,7,1,0,1,68.3
3912594,185543.0,Ffion Morgan,Bristol City WFC,0,0,0,0,0.0,0.0,23,10,0,0,2,0,0,18,1,4,0,62.1
3912594,185545.0,Brooke Aspin,Bristol City WFC,0,0,0,0,0.0,0.0,17,10,0,0,2,0,0,8,1,1,1,89.9
3912594,224822.0,Jutta Rantala,Leicester City WFC,1,1,3,0,0.28049223700000003,0.28049223700000003,32,23,1,0,2,3,0,7,3,0,4,52.5
3912594,345061.0,Mari Ward,Bristol City WFC,0,0,0,0,0.0,0.0,6,2,0,0,0,0,0,5,0,0,1,23.6
3912594,410047.0,Jessica Simpson,Bristol City WFC,0,0,0,0,0.0,0.0,4,2,0,0,2,0,0,2,0,0,0,11.6
3912595,5000.0,Stephanie-Elise Catley,Arsenal WFC,0,0,0,0,0.0,0.0,70,51,0,0,14,3,0,6,2,1,3,102.3
3912595,10229.0,Emma Stina Blackstenius,Arsenal WFC,0,0,1,0,0.5017807,0.5017807,8,7,0,1,0,0,0,0,0,0,0,28.2
3912595,10237.0,Manuela Zinsberger,Arsenal WFC,0,0,0,0,0.0,0.0,29,27,0,0,9,0,0,0,0,0,4,102.3
3912595,10405.0,Lia Wälti,Arsenal WFC,0,0,0,0,0.0,0.0,52,48,0,0,9,0,0,18,3,1,8,87.1
3912595,10516.0,Frida Maanum,Arsenal WFC,0,0,4,0,0.220742667,0.220742667,26,19,0,2,0,1,0,8,1,0,5,64.9
3912595,11338.0,Caitlin Jade Foord,Arsenal WFC,0,0,5,0,0.279862243,0.279862243,42,35,0,2,5,3,2,20,1,1,9,102.3
3912595,15554.0,Gemma Bonner,Liverpool WFC,0,0,0,0,0.0,0.0,22,18,0,0,1,0,0,7,2,2,1,102.3
3912595,15616.0,Kim Little,Arsenal WFC,0,0,1,0,0.0712532,0.0712532,62,57,0,1,3,0,3,17,2,0,6,102.3
3912595,15620.0,Katie McCabe,Arsenal WFC,0,0,0,0,0.0,0.0,73,52,0,2,10,3,1,14,0,2,6,102.3
3912595,17524.0,Jennifer Patricia Beattie,Arsenal WFC,0,0,1,0,0.13681437,0.13681437,53,49,0,0,6,0,0,4,2,0,3,102.3
3912595,19687.0,Taylor Hinds,Liverpool WFC,0,0,1,0,0.12792963,0.12792963,36,30,0,0,3,2,0,5,1,1,3,82.4
3912595,24237.0,Missy Bo Kearns,Liverpool WFC,0,0,1,0,0.04681119,0.04681119,16,13,1,0,0,0,0,30,4,1,3,82.1
3912595,25697.0,Lina Mona Andréa Hurtig,Arsenal WFC,0,0,2,0,0.29030014000000004,0.29030014000000004,6,3,0,0,1,2,0,5,2,0,3,37.4
3912595,26092.0,Amanda Ilestedt,Arsenal WFC,0,0,0,0,0.0,0.0,15,11,0,0,4,0,0,4,1,0,2,36.4
3912595,32074.0,Jenna Clark,Liverpool WFC,0,0,0,0,0.0,0.0,37,26,0,0,5,1,0,11,3,0,3,102.3
3912595,32222.0,Sofie Lundgaard,Liverpool WFC,0,0,0,0,0.0,0.0,4,2,0,1,0,0,0,6,2,0,1,20.3
3912595,32403.0,Emma Wilhelmina Koivisto,Liverpool WFC,0,0,1,0,0.053820755,0.053820755,49,40,0,1,3,1,0,23,1,1,4,102.3
3912595,33664.0,Rachael Laws,Liverpool WFC,0,0,0,0,0.0,0.0,41,26,0,0,8,1,0,0,0,0,3,102.3
3912595,34232.0,Grace Fisk,Liverpool WFC,0,0,0,0,0.0,0.0,41,33,0,0,7,1,0,10,3,2,4,102.3
3912595,46974.0,Marie Therese Höbinger,Liverpool WFC,0,0,0,0,0.0,0.0,22,18,0,1,3,0,1,6,0,0,3,73.3
3912595,47521.0,Alessia Russo,Arsenal WFC,0,0,1,0,0.1545524,0.1545524,15,11,0,2,2,0,0,13,0,0,3,74.2
3912595,49697.0,Carlotte Wubben-Moy,Arsenal WFC,0,0,1,0,0.1499391,0.1499391,32,23,0,0,6,0,0,5,0,1,2,66.0
3912595,55069.0,Lucy Parry,Liverpool WFC,0,0,0,0,0.0,0.0,8,7,0,0,0,1,0,8,1,1,0,20.0
3912595,62906.0,Cloé Zoé Eyja Lacasse,Arsenal WFC,0,0,2,0,0.056634615,0.056634615,23,20,0,2,1,0,1,10,1,3,6,64.7
3912595,63788.0,Victoria Pelova,Arsenal WFC,0,0,1,0,0.061969355,0.061969355,20,16,0,2,3,2,1,4,0,1,6,37.7
3912595,131586.0,Kyra Lillee Cooney-Cross,Arsenal WFC,0,0,0,0,0.0,0.0,5,4,0,0,1,0,0,1,0,0,1,15.2
3912595,135758.0,Natasha Jane Flint,Liverpool WFC,0,0,1,0,0.06599647,0.06599647,8,6,0,0,0,0,0,10,0,0,2,33.6
3912595,225576.0,Miriael Taylor,Liverpool WFC,1,1,1,0,0.46216738,0.46216738,20,13,0,0,1,0,0,9,1,0,2,68.7
3912595,299860.0,Fuka Nagano,Liverpool WFC,0,0,1,0,0.017380785,0.017380785,28,20,0,0,2,0,0,15,2,0,8,102.3
3912595,322359.0,Ceri Holland,Liverpool WFC,0,0,1,0,0.04204125,0.04204125,40,21,0,1,2,2,1,28,4,0,1,101.9
3912595,329372.0,Mia Enderby,Liverpool WFC,0,0,1,0,0.036043894,0.036043894,1,0,0,0,0,2,0,10,0,0,2,29.1
3912596,4636.0,Maria Thorisdottir,Brighton & Hove Albion WFC,0,0,0,0,0.0,0.0,44,42,0,0,3,1,1,3,0,1,6,97.4
3912596,10088.0,Katrine Veje,Everton LFC,0,0,0,0,0.0,0.0,37,31,0,2,3,1,1,5,0,0,5,68.5
3912596,10158.0,María Victoria Losada Gómez,Brighton & Hove Albion WFC,0,0,0,0,0.0,0.0,52,46,0,2,3,0,0,21,3,0,9,97.4
3912596,10167.0,Tatiana Vanessa Ferreira Pinto,Brighton & Hove Albion WFC,0,0,1,0,0.48632035,0.48632035,10,8,0,0,1,1,1,5,0,0,4,33.6
3912596,10183.0,Toni Duggan,Everton LFC,0,0,0,0,0.0,0.0,5,5,0,1,0,0,0,2,0,0,0,7.3
3912596,10225.0,Aurora Galli,Everton LFC,0,0,1,0,0.042758875,0.042758875,56,47,0,3,11,2,0,17,2,2,10,87.5
3912596,10274.0,Nicoline Sørensen,Everton LFC,0,0,2,0,0.15955914499999999,0.15955914499999999,22,18,0,1,1,1,0,18,0,0,1,68.2
3912596,16376.0,Sophie Baggaley,Brighton & Hove Albion WFC,0,0,0,0,0.0,0.0,46,28,0,0,11,0,0,0,0,0,1,97.4
3912596,16382.0,Heather Payne,Everton LFC,0,0,1,0,0.10819372,0.10819372,10,8,0,0,2,0,1,13,3,0,1,28.9
3912596,16386.0,Lucy Hope,Everton LFC,0,0,3,0,0.201103482,0.201103482,46,32,0,0,8,3,1,18,7,0,10,97.4
3912596,17274.0,Poppy Pattinson,Brighton & Hove Albion WFC,0,0,1,0,0.11029175,0.11029175,43,28,0,0,5,2,2,18,3,0,7,97.4
3912596,18254.0,Megan Finnigan,Everton LFC,1,1,1,0,0.10419512,0.10419512,72,67,0,0,11,0,0,3,1,0,2,97.4
3912596,20725.0,Pauline Bremer,Brighton & Hove Albion WFC,0,0,1,0,0.1463913,0.1463913,37,27,0,2,1,1,1,17,4,1,8,97.4
3912596,21059.0,Katie Robinson,Brighton & Hove Albion WFC,0,0,2,0,0.213566378,0.213566378,28,20,1,1,3,3,1,11,0,2,4,77.4
3912596,25453.0,Geum-Min Lee,Brighton & Hove Albion WFC,0,0,0,0,0.0,0.0,14,9,0,0,2,0,2,7,1,1,5,63.6
3912596,26093.0,Gun Nathalie Björn,Everton LFC,0,0,0,0,0.0,0.0,86,71,0,1,8,3,0,19,1,0,6,97.4
3912596,26094.0,Julia Zigiotti-Olme,Brighton & Hove Albion WFC,0,0,1,0,0.028723111,0.028723111,37,22,0,0,2,0,0,18,1,1,5,63.4
3912596,34499.0,Hanna Ulrika Bennison,Everton LFC,0,0,1,0,0.008334368,0.008334368,42,32,1,0,5,4,0,13,4,2,7,97.4
3912596,34500.0,Emma Nanny Charlotte Kullberg,Brighton & Hove Albion WFC,0,0,0,0,0.0,0.0,68,54,0,0,12,3,0,15,5,0,7,97.4
3912596,45737.0,Martina Piemonte,Everton LFC,0,0,6,0,0.4271617815,0.4271617815,14,7,0,0,0,2,1,10,0,0,2,90.1
3912596,46641.0,Emily Ramsey,Everton LFC,0,0,0,0,0.0,0.0,33,27,0,0,4,0,0,0,0,0,4,97.4
3912596,46738.0,Emma Bissell,Everton LFC,0,0,1,0,0.09010183,0.09010183,4,4,0,1,1,0,1,7,1,0,3,29.1
3912596,63308.0,Justine Vanhaevermaet,Everton LFC,0,0,0,0,0.0,0.0,15,11,0,0,0,1,0,11,2,0,3,28.9
3912596,85004.0,Maisie Symonds,Brighton & Hove Albion WFC,0,0,1,0,0.029456805,0.029456805,9,8,0,0,1,0,0,5,2,0,2,20.2
3912596,105102.0,Veatriki Sarri,Brighton & Hove Albion WFC,0,0,0,0,0.0,0.0,16,11,0,0,0,2,1,7,1,0,4,33.8
3912596,224149.0,Elise Isolde Stenevik,Everton LFC,0,0,0,0,0.0,0.0,54,43,0,2,7,3,1,10,3,1,5,97.4
3912596,276301.0,Elisabeth Terland,Brighton & Hove Albion WFC,2,2,6,0,0.699834557,0.699834557,14,11,0,0,1,0,0,16,1,0,4,77.2
3912596,276304.0,Guro Bergsvand,Brighton & Hove Albion WFC,0,0,0,0,0.0,0.0,61,51,0,0,5,1,0,13,3,0,4,97.4
3912596,338059.0,Clare Wheeler,Everton LFC,0,0,0,0,0.0,0.0,3,2,0,0,0,0,0,1,0,0,1,9.9
3912596,405180.0,Charlize Jayde Rule,Brighton & Hove Albion WFC,0,0,0,0,0.0,0.0,20,18,0,1,2,2,3,6,3,0,2,19.9
3912596,410042.0,Karoline Olesen,Everton LFC,0,0,0,0,0.0,0.0,32,24,0,3,5,1,0,21,4,0,6,68.4
3912597,4638.0,Drew Spence,Tottenham Hotspur Women,0,0,0,0,0.0,0.0,23,15,0,1,3,2,0,20,0,0,2,65.0
3912597,4641.0,Francesca Kirby,Chelsea FCW,0,0,0,0,0.0,0.0,16,15,0,2,0,1,1,7,1,0,0,40.5
3912597,4642.0,Millie Bright,Chelsea FCW,0,0,0,0,0.0,0.0,68,61,0,0,13,1,0,14,1,0,3,103.1
3912597,4848.0,Ashleigh Neville,Tottenham Hotspur Women,0,0,1,0,0.07520317,0.07520317,53,42,0,1,7,0,2,23,6,1,3,103.1
3912597,10395.0,Maren Nævdal Mjelde,Chelsea FCW,0,0,1,0,0.025975622,0.025975622,70,63,0,0,4,1,1,12,2,1,5,88.5
3912597,10514.0,Guro Reiten,Chelsea FCW,0,0,2,0,0.6224289000000001,0.6224289000000001,38,27,0,8,3,4,1,18,0,0,9,81.1
3912597,15290.0,Ashley Elizabeth Marie Lawrence,Chelsea FCW,0,0,0,0,0.0,0.0,13,12,0,0,5,1,1,5,0,1,1,21.9
3912597,15549.0,Sophie Louise Ingle,Chelsea FCW,0,0,0,0,0.0,0.0,82,70,0,1,11,1,0,16,0,2,3,103.1
3912597,15577.0,Angharad James,Tottenham Hotspur Women,0,0,1,0,0.046714235,0.046714235,53,41,0,2,11,1,0,33,2,0,4,102.7
3912597,15631.0,Niamh Charles,Chelsea FCW,0,0,1,0,0.015427434,0.015427434,57,47,2,0,3,5,4,14,2,5,6,103.1
3912597,15648.0,Melanie Leupolz,Chelsea FCW,0,0,2,0,0.108266566,0.108266566,35,28,0,0,4,0,2,10,2,0,4,40.3
3912597,18158.0,Rebecca Leigh Spencer,Tottenham Hotspur Women,0,0,0,0,0.0,0.0,44,36,0,0,12,2,0,1,0,0,7,103.1
3912597,19422.0,Jessica Carter,Chelsea FCW,0,0,1,0,0.15764181,0.15764181,63,57,0,0,12,2,1,10,2,0,6,103.1
3912597,21021.0,Molly Bartrip,Tottenham Hotspur Women,0,0,0,0,0.0,0.0,56,52,0,0,7,2,0,21,2,0,6,101.6
3912597,21048.0,Rosella Ayane,Tottenham Hotspur Women,0,0,0,0,0.0,0.0,12,7,0,0,0,0,0,13,2,0,5,26.8
3912597,25612.0,Jessie Alexandra Fleming,Chelsea FCW,0,0,0,0,0.0,0.0,10,9,0,0,0,0,0,7,0,0,2,22.0
3912597,31531.0,Lauren James,Chelsea FCW,1,1,8,0,0.877724164,0.877724164,32,29,0,2,3,1,1,9,2,0,1,81.2
3912597,31551.0,Kit Graham,Tottenham Hotspur Women,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,3,0,0,0,6.7
3912597,31558.0,Martha Thomas,Tottenham Hotspur Women,1,1,7,0,1.298459536,1.298459536,23,13,0,0,1,2,1,25,1,0,3,103.1
3912597,46541.0,Asmita Ale,Tottenham Hotspur Women,0,0,0,0,0.0,0.0,16,10,0,0,3,1,0,8,1,0,3,37.7
3912597,46740.0,Grace Clinton,Tottenham Hotspur Women,0,0,4,0,0.220421009,0.220421009,42,36,0,0,2,1,4,35,2,1,4,96.3
3912597,46972.0,Luana Bühler,Tottenham Hotspur Women,0,0,0,0,0.0,0.0,48,41,0,0,7,2,0,17,2,1,3,103.1
3912597,47008.0,Sjoeke Nüsken,Chelsea FCW,0,0,1,0,0.05129522,0.05129522,35,28,0,0,2,1,1,13,0,3,2,62.8
3912597,61467.0,Jessica Naz,Tottenham Hotspur Women,0,0,2,0,0.15896519,0.15896519,11,7,0,0,0,2,0,15,2,0,3,37.6
3912597,62709.0,Jelena Canković,Chelsea FCW,0,0,0,0,0.0,0.0,20,18,0,0,1,0,1,2,1,0,2,14.6
3912597,62710.0,Johanna Rytting-Kaneryd,Chelsea FCW,0,0,1,0,0.15999769,0.15999769,5,2,0,0,0,3,0,17,2,1,2,62.5
3912597,62713.0,Zecira Musovic,Chelsea FCW,0,0,0,0,0.0,0.0,30,26,0,0,12,0,0,0,0,0,3,103.1
3912597,87194.0,Celin Bizet Ildhusøy,Tottenham Hotspur Women,0,0,0,0,0.0,0.0,22,19,0,1,2,3,2,23,2,3,3,76.3
3912597,191850.0,Eveliina Summanen,Tottenham Hotspur Women,0,0,0,0,0.0,0.0,51,42,0,2,4,1,0,33,2,2,6,103.1
3912597,229194.0,Olga Ahtinen,Tottenham Hotspur Women,0,0,0,0,0.0,0.0,40,35,0,2,4,1,1,26,1,2,4,64.6
3912597,361311.0,Mia Renee Fishel,Chelsea FCW,1,1,4,0,0.263788982,0.263788982,29,24,0,2,0,2,4,22,0,1,3,103.1
3912598,5000.0,Stephanie-Elise Catley,Arsenal WFC,0,0,2,0,0.119267499,0.119267499,59,42,1,1,7,3,1,4,1,3,5,101.2
3912598,5102.0,Sabrina D’Angelo,Arsenal WFC,0,0,0,0,0.0,0.0,32,26,0,0,6,0,0,0,0,0,10,101.2
3912598,10229.0,Emma Stina Blackstenius,Arsenal WFC,1,1,2,0,0.432823836,0.432823836,14,10,0,0,0,2,0,12,1,0,1,63.0
3912598,10404.0,Noelle Maritz,Arsenal WFC,0,0,0,0,0.0,0.0,46,36,0,1,6,0,0,10,1,2,4,89.8
3912598,10405.0,Lia Wälti,Arsenal WFC,0,0,0,0,0.0,0.0,44,37,1,0,7,1,3,11,2,4,3,101.2
3912598,10516.0,Frida Maanum,Arsenal WFC,0,0,1,0,0.02461121,0.02461121,15,6,0,1,0,1,0,5,0,0,1,38.8
3912598,11338.0,Caitlin Jade Foord,Arsenal WFC,0,0,2,0,0.13354939700000001,0.13354939700000001,12,9,0,0,0,0,1,6,0,1,1,38.2
3912598,15575.0,Gabrielle George,Manchester United W,0,0,0,0,0.0,0.0,55,41,1,0,9,2,1,11,2,0,2,101.2
